CurrentOfficial_Name,OperatorOwner_Country,Users,Orbit_Class,GEOlongitude,Perigee_km,Apogee_km,LaunchMass_kg,DryMass_kg,Power_watts,Launch_Date,ExpectedLifetime,Contractor_Country,Launch_Vehicle,GEOlatitude,Users_group,Vehicle_group,Year
ORBCOMM FM-27,USA,Commercial,LEO,0.0,790.0,792.0,45.0,22.0,160.0,1998-09-23,5.0,USA,Pegasus,0.0,Commercial,Pegasus,1998
ORBCOMM FM-30,USA,Commercial,LEO,0.0,788.0,796.0,45.0,22.0,160.0,1999-12-04,5.0,USA,Pegasus XL,0.0,Commercial,Pegasus,1999
ORBCOMM FM-31,USA,Commercial,LEO,0.0,788.0,795.0,45.0,22.0,160.0,1999-12-04,5.0,USA,Pegasus XL,0.0,Commercial,Pegasus,1999
ORBCOMM FM-32,USA,Commercial,LEO,0.0,786.0,796.0,45.0,22.0,160.0,1999-12-04,5.0,USA,Pegasus XL,0.0,Commercial,Pegasus,1999
ORBCOMM FM-35,USA,Commercial,LEO,0.0,788.0,795.0,45.0,22.0,160.0,1999-12-04,5.0,USA,Pegasus XL,0.0,Commercial,Pegasus,1999
ORBCOMM FM-36,USA,Commercial,LEO,0.0,788.0,795.0,45.0,22.0,160.0,1999-12-04,5.0,USA,Pegasus XL,0.0,Commercial,Pegasus,1999
ORBCOMM FM-4,USA,Commercial,LEO,0.0,768.0,838.0,45.0,22.0,160.0,1998-02-10,5.0,USA,Taurus,0.0,Commercial,Taurus,1998
ORBCOMM FM-5,USA,Commercial,LEO,0.0,772.0,774.0,45.0,22.0,160.0,1997-12-23,5.0,USA,Pegasus,0.0,Commercial,Pegasus,1997
ORBCOMM FM-6,USA,Commercial,LEO,0.0,772.0,774.0,45.0,22.0,160.0,1997-12-23,5.0,USA,Pegasus,0.0,Commercial,Pegasus,1997
ORBCOMM FM-7,USA,Commercial,LEO,0.0,771.0,774.0,45.0,22.0,160.0,1997-12-23,5.0,USA,Pegasus,0.0,Commercial,Pegasus,1997
ORBCOMM FM-8,USA,Commercial,LEO,0.0,768.0,778.0,45.0,22.0,160.0,1997-12-23,5.0,USA,Pegasus,0.0,Commercial,Pegasus,1997
ORBCOMM FM-9,USA,Commercial,LEO,0.0,769.0,777.0,45.0,22.0,160.0,1997-12-23,5.0,USA,Pegasus,0.0,Commercial,Pegasus,1997
ORBCOMM FM-103,USA,Commercial,LEO,0.0,620.0,741.0,172.0,,400.0,2014-07-14,5.0,USA,Falcon 9,0.0,Commercial,Falcon,2014
ORBCOMM FM-107,USA,Commercial,LEO,0.0,620.0,739.0,172.0,,400.0,2014-07-14,5.0,USA,Falcon 9,0.0,Commercial,Falcon,2014
ORBCOMM FM-108,USA,Commercial,LEO,0.0,614.0,657.0,172.0,,400.0,2015-12-22,5.0,USA,Falcon 9,0.0,Commercial,Falcon,2015
ORBCOMM FM-109,USA,Commercial,LEO,0.0,620.0,739.0,172.0,,400.0,2014-07-14,5.0,USA,Falcon 9,0.0,Commercial,Falcon,2014
ORBCOMM FM-110,USA,Commercial,LEO,0.0,615.0,658.0,172.0,,400.0,2015-12-22,5.0,USA,Falcon 9,0.0,Commercial,Falcon,2015
ORBCOMM FM-112,USA,Commercial,LEO,0.0,614.0,657.0,172.0,,400.0,2015-12-22,5.0,USA,Falcon 9,0.0,Commercial,Falcon,2015
ORBCOMM FM-113,USA,Commercial,LEO,0.0,614.0,656.0,172.0,,400.0,2015-12-22,5.0,USA,Falcon 9,0.0,Commercial,Falcon,2015
ORBCOMM FM-114,USA,Commercial,LEO,0.0,614.0,658.0,172.0,,400.0,2015-12-22,5.0,USA,Falcon 9,0.0,Commercial,Falcon,2015
ORBCOMM FM-115,USA,Commercial,LEO,0.0,613.0,655.0,172.0,,400.0,2015-12-22,5.0,USA,Falcon 9,0.0,Commercial,Falcon,2015
ORBCOMM FM-116,USA,Commercial,LEO,0.0,614.0,654.0,172.0,,400.0,2015-12-22,5.0,USA,Falcon 9,0.0,Commercial,Falcon,2015
ORBCOMM FM-117,USA,Commercial,LEO,0.0,614.0,656.0,172.0,,400.0,2015-12-22,5.0,USA,Falcon 9,0.0,Commercial,Falcon,2015
ORBCOMM FM-118,USA,Commercial,LEO,0.0,615.0,658.0,172.0,,400.0,2015-12-22,5.0,USA,Falcon 9,0.0,Commercial,Falcon,2015
Orbital Factory-2,USA,Civil,LEO,0.0,459.0,474.0,2.0,,,2020-01-31,,USA,Nanoracks Deployer,0.0,Civil,In-Space deployer,2020
Orbweaver-1,USA,Military,LEO,0.0,572.0,587.0,,,,2018-12-03,,USA,Falcon 9,0.0,Military,Falcon,2018
Orbweaver-2,USA,Military,LEO,0.0,572.0,592.0,,,,2018-12-03,,USA,Falcon 9,0.0,Military,Falcon,2018
ORCA-1,USA,Military,LEO,0.0,465.0,480.0,9.0,,,2019-08-08,,USA,SEOPS Slingshot deployer ,0.0,Military,In-Space deployer,2019
ORS-5,USA,Military,LEO,0.0,599.0,604.0,140.0,,,2017-08-26,3.0,USA,Minotaur 4,0.0,Military,Minotaur,2017
OTB-1,USA,Commercial,LEO,0.0,706.0,723.0,138.0,,,2019-06-25,25.0,UK,Falcon Heavy,0.0,Commercial,Falcon,2019
Painani-1,Mexico,Military,LEO,0.0,447.0,460.0,4.0,,,2019-06-29,,Mexico,Electron,0.0,Military,Electron,2019
Paksat-1R,Pakistan,Government/Commercial,GEO,38.0,,,,,,2011-08-11,15.0,China,Long March 3B,0.0,Dual,Long March,2011
PakTES-1a,Pakistan,Government,LEO,0.0,594.0,628.0,285.0,,,2018-07-09,3.0,China,Long March 2C,0.0,Government,Long March,2018
Palapa D1,Indonesia,Commercial,GEO,150.97,,,,,,2009-08-31,15.0,France,Long March 3B,0.0,Commercial,Long March,2009
Palisade,USA,Commercial,LEO,0.0,,,20.0,,,2019-10-17,,USA,Electron,0.0,Commercial,Electron,2019
USA 207,USA,Military,GEO,47.7,,,,,,2009-09-08,,USA,Atlas 5,0.0,Military,Atlas,2009
ParkinsonSat-2,USA,Military,Elliptical,0.0,306.0,848.0,6.0,,,2019-06-25,,USA,Falcon Heavy,0.0,Military,Falcon,2019
Cosmos 2407,Russia,Military,LEO,0.0,949.0,,825.0,,,2004-07-22,3.0,Russia,Kosmos 3M,0.0,Military,Kosmos,2004
Cosmos 2414,Russia,Military,LEO,0.0,907.0,968.0,825.0,,,2005-01-20,3.0,Russia,Kosmos 3M,0.0,Military,Kosmos,2005
Cosmos 2463,Russia,Military,LEO,0.0,968.0,,820.0,,,2010-04-27,3.0,Russia,Kosmos 3M,0.0,Military,Kosmos,2010
Pathfinder II,USA,Commercial,LEO,0.0,574.0,592.0,20.0,,,2018-12-03,,USA,Falcon 9,0.0,Commercial,Falcon,2018
Paz,Spain,Military/Commercial,LEO,0.0,503.0,518.0,,,,2018-02-22,,France/UK/Spain,Falcon 9,0.0,Dual,Falcon,2018
Prototype Communications SATellite (PCSat),USA,Government,LEO,0.0,789.0,796.0,10.0,10.0,6.0,2001-09-30,5.0,USA,Athena 1,0.0,Government,Athena,2001
Pearl White 1,USA,Commercial,LEO,0.0,533.0,550.0,8.0,,,2019-08-19,,USA,Electron,0.0,Commercial,Electron,2019
Pearl White 2,USA,Commercial,LEO,0.0,532.0,549.0,8.0,,,2019-08-19,,USA,Electron,0.0,Commercial,Electron,2019
PEASSS,Netherlands,Government,LEO,0.0,494.0,504.0,10.0,,,2017-02-15,1.0,Netherlands,PSLV XL,0.0,Government,PSLV,2017
Pegasus,Austria,Civil,LEO,0.0,487.0,505.0,3.0,,,2017-06-23,,Austria,PSLV,0.0,Civil,PSLV,2017
Perseus M1,Russia/USA,Commercial,LEO,0.0,607.0,625.0,6.0,,,2014-06-19,,Russia/USA,Dnepr,0.0,Commercial,Dnepr,2014
Perseus M2,Russia/USA,Commercial,LEO,0.0,606.0,624.0,6.0,,,2014-06-19,,Russia/USA,Dnepr,0.0,Commercial,Dnepr,2014
Cosmos 2486,Russia,Military,LEO,0.0,714.0,733.0,,,,2013-06-07,5.0,Russia,Soyuz 2.1b,0.0,Military,Soyuz,2013
Cosmos 2506,Russia,Military,LEO,0.0,706.0,725.0,,,,2015-06-23,5.0,Russia,Soyuz 2.1b,0.0,Military,Soyuz,2015
PeruSat-1,Peru,Government,LEO,0.0,704.0,705.0,430.0,,,2016-09-16,10.0,France,Vega,0.0,Government,Vega,2016
PISAT,India,Government,LEO,0.0,661.0,704.0,6.0,,,2016-09-26,,India,PSLV,0.0,Government,PSLV,2016
Pléiades HR1A ,France/Italy,Government,LEO,0.0,697.0,699.0,,,,2011-12-17,5.0,France,Soyuz 2/Fregat,0.0,Government,Soyuz,2011
Pléiades HR1B ,France,Government,LEO,0.0,678.0,691.0,970.0,,,2012-12-02,5.0,France,Soyuz STA/Fregat,0.0,Government,Soyuz,2012
Polar Scout A,USA,Military,LEO,0.0,573.0,591.0,6.0,,,2018-12-03,,USA,Falcon 9,0.0,Military,Falcon,2018
Polar Scout B,USA,Military,LEO,0.0,575.0,591.0,6.0,,,2018-12-03,,USA,Falcon 9,0.0,Military,Falcon,2018
PolyITAN-1,Ukraine,Civil,LEO,0.0,606.0,626.0,1.0,,,2014-06-19,,Ukraine,Dnepr,0.0,Civil,Dnepr,2014
PRISMA,Italy,Government,LEO,0.0,623.0,625.0,550.0,,,2019-03-22,5.0,Italy,Vega,0.0,Government,Vega,2019
Proba 1,ESA,Government,LEO,0.0,553.0,676.0,100.0,,100.0,2001-10-22,2.0,Belgium,PSLV C3,0.0,Government,PSLV,2001
Proba 2,ESA,Government,LEO,0.0,708.0,728.0,130.0,,86.0,2009-11-02,2.0,Belgium,Breeze KM,0.0,Government,Breeze,2009
Proba 5,ESA,Government,LEO,0.0,813.0,820.0,140.0,,,2013-05-07,2.5,Belgium,Vega,0.0,Government,Vega,2013
Prometheus 2.1,USA,Military,LEO,0.0,574.0,586.0,1.0,,,2016-11-11,4.0,USA,Atlas 5,0.0,Military,Atlas,2016
Prometheus 2.3,USA,Military,LEO,0.0,388.0,601.0,1.0,,,2017-08-26,2.0,USA,Minotaur 4,0.0,Military,Minotaur,2017
Prometheus 2.6,USA,Military,LEO,0.0,300.0,847.0,1.0,,,2019-06-25,2.0,USA,Falcon Heavy,0.0,Military,Falcon,2019
Prometheus 2.7,USA,Military,LEO,0.0,437.0,460.0,1.0,,,2019-06-29,,USA,Electron,0.0,Military,Electron,2019
Prometheus 2.9,USA,Military,LEO,0.0,437.0,460.0,1.0,,,2019-06-29,3.0,USA,Electron,0.0,Military,Electron,2019
PropCube-1,USA,Military,LEO,0.0,494.0,800.0,1.0,,,2015-10-08,,USA,Atlas 5,0.0,Military,Atlas,2015
PropCube-2,USA,Military,LEO,0.0,432.0,434.0,1.0,,,2017-12-07,,USA,Nanorack Deployer,0.0,Military,In-Space deployer,2017
PropCube-3,USA,Military,LEO,0.0,493.0,800.0,1.0,,,2015-10-08,,USA,Atlas 5,0.0,Military,Atlas,2015
Prox-1,USA,Civil,LEO,0.0,705.0,725.0,70.0,,,2019-06-25,0.25,USA,Falcon Heavy,0.0,Civil,Falcon,2019
Proxima-1,Australia,Commercial,LEO,0.0,495.0,515.0,1.0,,,2018-11-10,,Australia,Electron,0.0,Commercial,Electron,2018
Proxima-2,Australia,Commercial,LEO,0.0,495.0,515.0,1.0,,,2018-11-10,,Australia,Electron,0.0,Commercial,Electron,2018
PRSS-1,Pakistan,Government,LEO,0.0,588.0,624.0,,,,2018-07-09,7.0,China,Long March 2C,0.0,Government,Long March,2018
Pujiang-1,China,Government,LEO,0.0,468.0,486.0,,,,2015-09-24,,China,Long March 11,0.0,Government,Long March,2015
PWSat-2,Poland,Civil,LEO,0.0,572.0,591.0,3.0,,,2018-12-03,0.5,Poland,Falcon 9,0.0,Civil,Falcon,2018
QARMAN,Belgium,Civil,LEO,0.0,411.0,422.0,5.0,,,2020-02-19,,Belgium,Nanorack Deployer,0.0,Civil,In-Space deployer,2020
Qiancheng-01,China,Commercial,LEO,0.0,529.0,560.0,65.0,,,2019-08-17,,China,Jielong 1,0.0,Commercial,Jielong,2019
QPS-SAR 1,Japan,Commercial,LEO,0.0,564.0,573.0,100.0,,,2019-12-11,,Japan,PSLV,0.0,Commercial,PSLV,2019
Qsat-EOS,Japan,Civil,LEO,0.0,506.0,553.0,49.0,,,2014-11-06,,Japan,Dnepr,0.0,Civil,Dnepr,2014
QSS,China,Government,LEO,0.0,493.0,509.0,700.0,,,2016-08-15,2.0,China/Austria,Long March 2D,0.0,Government,Long March,2016
Quetzal-1,Japan,Civil,LEO,0.0,415.0,419.0,1.0,,,2020-04-28,,Japan,J-SSOD Deployer,0.0,Civil,In-Space deployer,2020
QueztSat-1,USA,Commercial,GEO,-77.01,,,,,,2011-09-29,15.0,USA,Proton M,0.0,Commercial,Proton,2011
QZS-1,Japan,Government,GEO,126.99,,,,,,2010-09-11,15.0,Japan,H2A,0.0,Government,H2A,2010
QZS-2,Japan,Government,GEO,146.94,,,,,,2017-05-31,,Japan,H2A,0.0,Government,H2A,2017
QZS-3,Japan,Government,GEO,127.0,,,,,,2017-08-19,15.0,Japan,H2A,0.0,Government,H2A,2017
QZS-4,Japan,Government,GEO,130.0,,,,,,2017-10-09,15.0,Japan,H2A,0.0,Government,H2A,2017
R3D2,USA,Military,LEO,0.0,428.0,437.0,150.0,,,2019-03-29,,USA,Electron,0.0,Military,Electron,2019
RAAF M2 Pathfinder,Australia,Military/Civil,LEO,0.0,586.0,602.0,,,,2020-06-13,,Australia,Electron,0.0,Dual,Electron,2020
Raavana-1,Sri Lanka,Civil,LEO,0.0,405.0,415.0,1.0,,,2019-06-17,1.5,Japan,J-SSOD Deployer,0.0,Civil,In-Space deployer,2019
Radarsat-2,Canada,Commercial,LEO,0.0,791.0,793.0,,,,2007-12-14,7.0,Canada/Italy,Soyuz,0.0,Commercial,Soyuz,2007
RadFxSat,USA,Civil,LEO,0.0,454.0,817.0,4.0,,,2017-11-18,,USA,Delta 2,0.0,Civil,Delta,2017
Radio-ROSTO,Russia,Civil,MEO,0.0,,,,,,1994-12-26,,Russia,Rokot,0.0,Civil,Rokot,1994
Radsat-U,USA,Civil,LEO,0.0,412.0,422.0,5.0,,,2020-02-19,,USA,Nanorack Deployer,0.0,Civil,In-Space deployer,2020
Raduga 1-M2,Russia,Military,GEO,70.0,,,,,,2010-01-28,5.0,Russia,Proton M,0.0,Military,Proton,2010
Raduga 1-M3,Russia,Military,GEO,70.04,,,,,,2013-11-11,5.0,Russia,Proton M,0.0,Military,Proton,2013
RainCube,USA,Government,LEO,0.0,399.0,407.0,10.0,,,2018-07-13,,USA,Nanorack Deployer,0.0,Government,In-Space deployer,2018
RANGE-A,USA,Civil,LEO,0.0,572.0,590.0,2.0,,,2018-12-03,,USA,Falcon 9,0.0,Civil,Falcon,2018
RANGE-B,USA,Civil,LEO,0.0,574.0,588.0,2.0,,,2018-12-03,,USA,Falcon 9,0.0,Civil,Falcon,2018
USA 225,USA,Military,LEO,0.0,,,350.0,,,2011-02-06,,USA,Minotaur 4,0.0,Military,Minotaur,2011
RAPIS-1,Japan,Government,LEO,0.0,498.0,510.0,200.0,,,2019-01-17,2.0,Japan,Epsilon,0.0,Government,Epsilon,2019
RASAT,Turkey,Government,LEO,0.0,667.0,697.0,113.0,,,2011-08-17,3.0,Turkey,Dnepr,0.0,Government,Dnepr,2011
Rascom-QAF 1R,Multinational,Commercial,GEO,2.85,,,,,,2010-08-04,15.0,France,Ariane 5,0.0,Commercial,Ariane,2010
RAVAN,USA,Government,LEO,0.0,570.0,583.0,5.0,,,2016-11-11,0.5,USA,Atlas 5,0.0,Government,Atlas,2016
RCM-1,Canada,Government,LEO,0.0,584.0,604.0,,,,2019-06-12,7.0,Canada,Falcon 9,0.0,Government,Falcon,2019
RCM-2,Canada,Government,LEO,0.0,584.0,603.0,,,,2019-06-12,7.0,Canada,Falcon 9,0.0,Government,Falcon,2019
RCM-3,Canada,Government,LEO,0.0,584.0,603.0,,,,2019-06-12,7.0,Canada,Falcon 9,0.0,Government,Falcon,2019
Reaktor Hello World,Finland,Commercial,LEO,0.0,476.0,500.0,4.0,,,2018-11-29,,Finland,PSLV,0.0,Commercial,PSLV,2018
Red-Eye 1,USA,Military,LEO,0.0,407.0,418.0,100.0,,,2019-06-27,,USA,Kaber Microsatellite Deployer,0.0,Military,In-Space deployer,2019
Red-Eye 2,USA,Military,LEO,0.0,417.0,419.0,100.0,,,2020-06-17,,USA,Dextre Arm + Kaber Microsatellite Deployer,0.0,Military,In-Space deployer,2020
Red-Eye 3,USA,Military,LEO,0.0,416.0,419.0,100.0,,,2020-06-23,,USA,Dextre Arm + Kaber Microsatellite Deployer,0.0,Military,In-Space deployer,2020
Reimei,Japan,Government,LEO,0.0,595.0,638.0,70.0,,,2005-08-23,,Japan,Dnepr,0.0,Government,Dnepr,2005
Relek,Russia,Government,LEO,0.0,623.0,819.0,253.0,55.0,,2014-07-08,,Russia,Soyuz-2.1b,0.0,Government,Soyuz,2014
RemoveDebris,United Kingdom,Commercial,LEO,0.0,404.0,410.0,100.0,,,2018-06-20,,UK,Kaber Microsatellite Deployer,0.0,Commercial,In-Space deployer,2018
Resourcesat 2,India/Canada,Government,LEO,0.0,817.0,823.0,,,,2011-04-20,5.0,India,PSLV C16,0.0,Government,PSLV,2011
Resourcesat-2A,India,Government,LEO,0.0,814.0,831.0,,,,2016-12-07,5.0,India,PSLV,0.0,Government,PSLV,2016
Resurs-P1,Russia,Government/Commercial,LEO,0.0,459.0,472.0,,,,2013-06-25,3.0,Russia,Soyuz-2.1b,0.0,Dual,Soyuz,2013
Resurs-P2,Russia,Government/Commercial,LEO,0.0,461.0,472.0,,,,2014-12-26,3.0,Russia,Soyuz 2.1b,0.0,Dual,Soyuz,2014
Resurs-P3,Russia,Government/Commercial,LEO,0.0,469.0,472.0,,,,2016-03-13,5.0,Russia,Soyuz 2.1b,0.0,Dual,Soyuz,2016
RISat-1,India,Military,LEO,0.0,538.0,541.0,,,,2012-04-25,,India,PSLV XL,0.0,Military,PSLV,2012
RISat-2,India,Military,LEO,0.0,415.0,427.0,93.0,,,2009-04-20,,Israel,PSLV C12,0.0,Military,PSLV,2009
RISat-2B,India,Military,LEO,0.0,550.0,557.0,615.0,,,2019-05-22,,India,PSLV,0.0,Military,PSLV,2019
RISat-2BR1,India,Military,LEO,0.0,563.0,573.0,628.0,,,2019-12-11,5.0,India,PSLV,0.0,Military,PSLV,2019
RISESAT,Japan,Civil,LEO,0.0,490.0,513.0,59.0,,,2019-01-18,,Japan,Epsilon,0.0,Civil,Epsilon,2019
Rising-2,Japan,Civil,LEO,0.0,625.0,630.0,41.0,,42.0,2014-05-24,,Japan,H2A,0.0,Civil,H2A,2014
Robusta-1B,France,Civil,LEO,0.0,496.0,512.0,5.0,,,2017-06-23,,France,PSLV,0.0,Civil,PSLV,2017
Cosmos 2416,Russia,Military,LEO,0.0,,,225.0,,,2005-12-21,,Russia,Kosmos 3M,0.0,Military,Kosmos,2005
Cosmos 2437,Russia,Military,LEO,0.0,,,280.0,,300.0,2008-05-23,5.0,Russia,Rokot,0.0,Military,Rokot,2008
Cosmos 2438,Russia,Military,LEO,0.0,,,280.0,,300.0,2008-05-23,5.0,Russia,Rokot,0.0,Military,Rokot,2008
Cosmos 2439,Russia,Military,LEO,0.0,,,280.0,,300.0,2008-05-23,5.0,Russia,Rokot,0.0,Military,Rokot,2008
Cosmos 2451,Russia,Military,LEO,0.0,,,280.0,,300.0,2009-07-06,5.0,Russia,Rokot,0.0,Military,Rokot,2009
Cosmos 2453,Russia,Military,LEO,0.0,,,280.0,,300.0,2009-07-06,5.0,Russia,Rokot,0.0,Military,Rokot,2009
Cosmos 2467,Russia,Military,LEO,0.0,,,225.0,,,2010-09-08,3.0,Russia,Rokot,0.0,Military,Rokot,2010
Cosmos 2468,Russia,Military,LEO,0.0,,,225.0,,,2010-09-08,3.0,Russia,Rokot,0.0,Military,Rokot,2010
Cosmos 2481,Russia,Military,LEO,0.0,,,280.0,,300.0,2012-07-28,5.0,Russia,Rokot,0.0,Military,Rokot,2012
Cosmos 2482,Russia,Military,LEO,0.0,,,250.0,,300.0,2013-01-15,5.0,Russia,Rokot,0.0,Military,Rokot,2013
Cosmos 2483,Russia,Military,LEO,0.0,,,250.0,,300.0,2013-01-15,5.0,Russia,Rokot,0.0,Military,Rokot,2013
Cosmos 2484,Russia,Military,LEO,0.0,,,250.0,,300.0,2013-01-15,5.0,Russia,Rokot,0.0,Military,Rokot,2013
Cosmos 2488,Russia,Military,LEO,0.0,,,280.0,,300.0,2013-12-25,5.0,Russia,Rokot,0.0,Military,Rokot,2013
Cosmos 2489,Russia,Military,LEO,0.0,,,280.0,,300.0,2013-12-25,5.0,Russia,Rokot,0.0,Military,Rokot,2013
Cosmos 2490,Russia,Military,LEO,0.0,,,280.0,,300.0,2013-12-25,5.0,Russia,Rokot,0.0,Military,Rokot,2013
Cosmos 2496,Russia,Military,LEO,0.0,,,280.0,,300.0,2014-05-23,5.0,Russia,Rokot,0.0,Military,Rokot,2014
Cosmos 2497,Russia,Military,LEO,0.0,,,280.0,,300.0,2014-05-23,5.0,Russia,Rokot,0.0,Military,Rokot,2014
Cosmos 2498,Russia,Military,LEO,0.0,,,280.0,,300.0,2014-05-23,5.0,Russia,Rokot,0.0,Military,Rokot,2014
Cosmos 2507,Russia,Military,LEO,0.0,,,280.0,,300.0,2015-09-23,5.0,Russia,Rokot,0.0,Military,Rokot,2015
Cosmos 2508,Russia,Military,LEO,0.0,,,280.0,,300.0,2015-09-23,5.0,Russia,Rokot,0.0,Military,Rokot,2015
Cosmos 2509,Russia,Military,LEO,0.0,,,280.0,,300.0,2015-09-23,5.0,Russia,Rokot,0.0,Military,Rokot,2015
Cosmos 2530,Russia,Military,LEO,0.0,,,280.0,,300.0,2018-10-30,5.0,Russia,Rokot,0.0,Military,Rokot,2018
Cosmos 2531,Russia,Military,LEO,0.0,,,280.0,,300.0,2018-10-30,5.0,Russia,Rokot,0.0,Military,Rokot,2018
Cosmos 2532,Russia,Military,LEO,0.0,,,280.0,,300.0,2018-10-30,5.0,Russia,Rokot,0.0,Military,Rokot,2018
Cosmos 2499,Russia,Military,LEO,0.0,,,,,,2014-05-23,,Russia,Rokot,0.0,Military,Rokot,2014
RSat-P,USA,Civil,LEO,0.0,510.0,589.0,4.0,,,2018-12-16,,USA,Electron,0.0,Civil,Electron,2018
Rumba,ESA,Government,Elliptical,0.0,,,,478.0,224.0,2000-08-09,4.0,International,Soyuz,0.0,Government,Soyuz,2000
Salsa,ESA,Government,Elliptical,0.0,,,,478.0,220.0,2000-07-16,4.0,International,Soyuz,0.0,Government,Soyuz,2000
Samba,ESA,Government,Elliptical,0.0,,,,478.0,220.0,2000-07-16,4.0,International,Soyuz,0.0,Government,Soyuz,2000
SAOCOM-1A,Argentina,Government,LEO,0.0,626.0,633.0,,,,2018-10-07,5.0,Argentina,Falcon 9,0.0,Government,Falcon,2018
Sapphire,Canada,Military,LEO,0.0,772.0,787.0,148.0,,,2013-02-25,5.0,UK/Canada,PSLV,0.0,Military,PSLV,2013
SARAL,India/France,Government,LEO,0.0,782.0,785.0,407.0,,906.0,2013-02-25,5.0,India,PSLV,0.0,Government,PSLV,2013
SAR-Lupe 1,Germany,Military,LEO,0.0,468.0,505.0,770.0,,,2006-12-19,10.0,Germany,Kosmos 3M,0.0,Military,Kosmos,2006
SAR-Lupe 2,Germany,Military,LEO,0.0,470.0,503.0,770.0,,,2007-07-02,10.0,Germany,Kosmos 3M,0.0,Military,Kosmos,2007
SAR-Lupe 3,Germany,Military,LEO,0.0,473.0,496.0,770.0,,,2007-11-01,10.0,Germany,Kosmos 3M,0.0,Military,Kosmos,2007
SAR-Lupe 4,Germany,Military,LEO,0.0,448.0,486.0,770.0,,,2008-03-27,10.0,Germany,Kosmos 3M,0.0,Military,Kosmos,2008
SAR-Lupe 5,Germany,Military,LEO,0.0,474.0,502.0,770.0,,,2008-07-22,10.0,Germany,Kosmos 3M,0.0,Military,Kosmos,2008
Saudicomsat-1,Saudi Arabia,Commercial,LEO,0.0,697.0,747.0,12.0,,,2004-06-29,,Saudi Arabia,Dnepr,0.0,Commercial,Dnepr,2004
Saudicomsat-2 ,Saudi Arabia,Commercial,LEO,0.0,696.0,780.0,12.0,,,2004-06-29,,Saudi Arabia,Dnepr,0.0,Commercial,Dnepr,2004
Saudicomsat-3,Saudi Arabia,Commercial,LEO,0.0,652.0,714.0,12.0,,,2007-04-17,,Saudi Arabia,Dnepr,0.0,Commercial,Dnepr,2007
Saudicomsat-4,Saudi Arabia,Commercial,LEO,0.0,649.0,746.0,12.0,,,2007-04-17,,Saudi Arabia,Dnepr,0.0,Commercial,Dnepr,2007
Saudicomsat-5,Saudi Arabia,Commercial,LEO,0.0,651.0,725.0,12.0,,,2007-04-17,,Saudi Arabia,Dnepr,0.0,Commercial,Dnepr,2007
Saudicomsat-6,Saudi Arabia,Commercial,LEO,0.0,648.0,758.0,12.0,,,2007-04-17,,Saudi Arabia,Dnepr,0.0,Commercial,Dnepr,2007
Saudicomsat-7,Saudi Arabia,Commercial,LEO,0.0,650.0,736.0,12.0,,,2007-04-17,,Saudi Arabia,Dnepr,0.0,Commercial,Dnepr,2007
Saudisat 1C,Saudi Arabia,Government,LEO,0.0,603.0,702.0,10.0,,,2002-12-20,,Saudi Arabia,Dnepr,0.0,Government,Dnepr,2002
Saudisat-2 ,Saudi Arabia,Government,LEO,0.0,696.0,734.0,35.0,35.0,,2004-06-29,,Saudi Arabia,Dnepr,0.0,Government,Dnepr,2004
Saudisat-3,Saudi Arabia,Government,LEO,0.0,656.0,677.0,200.0,,,2007-04-17,,Saudi Arabia,Dnepr,0.0,Government,Dnepr,2007
Saudisat-4,Saudi Arabia,Government,LEO,0.0,613.0,682.0,100.0,,,2014-06-19,,Saudi Arabia,Dnepr,0.0,Government,Dnepr,2014
Saudisat-5A,Saudi Arabia,Government,LEO,0.0,533.0,551.0,425.0,,,2018-12-07,5.0,Saudi Arabia,Long March 2D,0.0,Government,Long March,2018
Saudisat-5B,Saudi Arabia,Government,LEO,0.0,532.0,551.0,425.0,,,2018-12-07,5.0,Saudi Arabia,Long March 2D,0.0,Government,Long March,2018
USA 230,USA,Military,GEO,-96.84,,,,,,2011-05-07,12.0,USA,Atlas 5,0.0,Military,Atlas,2011
USA 241,USA,Military,GEO,20.6,,,,,,2013-03-19,12.0,USA,Atlas 5,0.0,Military,Atlas,2013
USA 273,USA,Military,GEO,-159.6,,,,,,2017-01-20,12.0,USA,Atlas 5,0.0,Military,Atlas,2017
USA 282,USA,Military,GEO,-159.0,,,,,,2018-01-19,12.0,USA,Atlas 5,0.0,Military,Atlas,2018
USA 216,USA,Military,LEO,0.0,631.0,634.0,,,,2010-09-26,,USA,Minotaur 4,0.0,Military,Minotaur,2010
USA 181,USA,Military,LEO,0.0,,,,,,2005-02-03,,USA,Atlas 3B,0.0,Military,Atlas,2005
USA 181,USA,Military,LEO,0.0,,,,,,2005-02-03,,USA,Atlas 3B,0.0,Military,Atlas,2005
USA 194,USA,Military,LEO,0.0,,,,,,2007-06-15,,USA,Atlas 5,0.0,Military,Atlas,2007
USA 194,USA,Military,LEO,0.0,,,,,,2007-06-15,,USA,Atlas 5,0.0,Military,Atlas,2007
USA 229,USA,Military,LEO,0.0,,,,,,2011-04-15,,USA,Atlas 5,0.0,Military,Atlas,2011
USA 229,USA,Military,LEO,0.0,,,,,,2011-04-15,,USA,Atlas 5,0.0,Military,Atlas,2011
USA 238,USA,Military,LEO,0.0,,,,,,2012-09-13,,USA,Atlas 5,0.0,Military,Atlas,2012
