CurrentOfficial_Name,OperatorOwner_Country,Users,Orbit_Class,GEOlongitude,Perigee_km,Apogee_km,LaunchMass_kg,DryMass_kg,Power_watts,Launch_Date,ExpectedLifetime,Contractor_Country,Launch_Vehicle,GEOlatitude,Users_group,Vehicle_group,Year
Iridium Next 110,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-05-22,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 111,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-01-14,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 112,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-01-14,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 113,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-06-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 114,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-01-14,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 115,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-06-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 116,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-12-23,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 117,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-06-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 118,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-06-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 119,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-10-09,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 120,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-06-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 121,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-06-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 122,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-10-09,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 123,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-06-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 124,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-06-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 125,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-10-09,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 126,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-06-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 127,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-10-09,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 128,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-06-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 129,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-10-09,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 130,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-12-23,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 131,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-12-23,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 132,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-10-09,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 133,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-10-09,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 134,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-12-23,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 135,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-12-23,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 136,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-10-09,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 137,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-12-23,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 138,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-12-23,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 139,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-10-09,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 140,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-03-30,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 141,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-12-23,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium  Next 142,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-03-30,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 143,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-03-30,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 144,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-03-30,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 145,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-03-30,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 146,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-03-30,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 147,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-05-22,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iriidium Next 148,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-03-30,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 149,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-03-30,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 150,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-03-30,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 151,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-12-23,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 152,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-05-22,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 153,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2017-12-23,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2017
Iridium Next 154,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-07-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 155,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-07-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 156,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-07-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 157,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-03-30,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 158,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-07-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridum Next 159,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-07-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 160,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-07-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 161,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-05-22,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 162,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-05-22,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 163,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-07-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 164,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-07-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 165,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-07-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 166,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2018-07-25,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2018
Iridium Next 167,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2019-01-11,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2019
Iridium Next 168,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2019-01-11,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2019
Iridium Next 169,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2019-01-11,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2019
Iridium Next 170,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2019-01-11,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2019
Iridium Next 171,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2019-01-11,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2019
Iridium Next 172,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2019-01-11,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2019
Iridium Next 173,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2019-01-11,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2019
Iridium Next 175,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2019-01-11,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2019
Iridium Next 176,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2019-01-11,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2019
Iridium Next 180,USA,Government/Commercial,LEO,0.0,776.0,779.0,860.0,678.0,50.0,2019-01-11,15.0,France/Italy/USA,Falcon 9,0.0,Dual,Falcon,2019
IRIS,USA,Government,LEO,0.0,620.0,664.0,236.0,678.0,50.0,2013-06-28,2.0,USA,L1011,0.0,Government,Pegasus,2013
IRNSS-1A,India,Government,GEO,55.0,,,,614.0,,2013-07-01,12.0,India,PSLV,0.0,Government,PSLV,2013
IRNSS-1B,India,Government,GEO,55.0,,,,615.0,,2014-04-04,12.0,India,PSLV,0.0,Government,PSLV,2014
IRNSS-1C,India,Government,GEO,83.0,,,,598.0,,2014-10-15,12.0,India,PSLV-XL,0.0,Government,PSLV,2014
IRNSS-1D,India,Government,GEO,111.7,,,,598.0,,2015-03-30,12.0,India,PSLV-C27,0.0,Government,PSLV,2015
IRNSS-1E,India,Government,GEO,111.7,,,,598.0,,2016-01-20,12.0,India,PSLV-XL,0.0,Government,PSLV,2016
IRNSS-1F,India,Government,GEO,32.5,,,,598.0,,2016-03-10,12.0,India,PSLV-XL,0.0,Government,PSLV,2016
IRNSS-1G,India,Government,GEO,129.5,,,,598.0,,2016-04-28,12.0,India,PSLV,0.0,Government,PSLV,2016
IRNSS-1I,India,Government,GEO,55.0,,,,598.0,,2018-04-11,10.0,India,PSLV,0.0,Government,PSLV,2018
IRS-P6,India,Government,LEO,0.0,817.0,823.0,,,,2003-10-17,5.0,India,PSLV C5,0.0,Government,PSLV,2003
Irvine-1,USA,Civil,LEO,0.0,493.0,506.0,2.0,,,2018-11-11,,USA,Electron,0.0,Civil,Electron,2018
ISARA,USA,Government,LEO,0.0,421.0,423.0,5.0,,,2017-12-07,,USA,Nanorack Deployer,0.0,Government,In-Space deployer,2017
iSat,Czech Republic,Commercial,LEO,0.0,571.0,586.0,4.0,,,2018-12-27,,Germany,Soyuz 2.1a,0.0,Commercial,Soyuz,2018
ISX,USA,Government/Civil,LEO,0.0,489.0,510.0,4.0,,,2018-12-16,,USA,Electron,0.0,Dual,Electron,2018
ITU-pSAT1,Turkey,Civil,LEO,0.0,710.0,721.0,1.0,,,2009-09-23,1.0,Turkey,PSLV,0.0,Civil,PSLV,2009
JAISAT-1,Thailand,Civil,LEO,0.0,514.0,547.0,1.0,,,2019-07-05,,Germany,Soyuz 2.1b,0.0,Civil,Soyuz,2019
Jason 3,USA/France,Government,LEO,0.0,,,553.0,510.0,500.0,2016-01-17,5.0,France,Falcon 9,0.0,Government,Falcon,2016
JCSat 10,Japan,Commercial,GEO,127.51,,,,,,2006-08-11,15.0,USA,Ariane 5,0.0,Commercial,Ariane,2006
JCSat 110,Japan,Commercial,GEO,110.1,,,,,,2000-10-07,15.0,USA,Ariane 44L,0.0,Commercial,Ariane,2000
JCSat 13,Japan,Commercial,GEO,124.0,,,,,,2012-05-15,15.0,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2012
JCSat 14,Japan,Commercial,GEO,154.0,,,,,,2016-05-06,15.0,USA,Falcon 9,0.0,Commercial,Falcon,2016
JCSat 15,Japan,Commercial,GEO,110.0,,,,,,2016-12-21,15.0,USA,Ariane 5,0.0,Commercial,Ariane,2016
JCSat 16,Japan,Commercial,GEO,162.0,,,,,,2016-08-14,15.0,USA,Falcon 9,0.0,Commercial,Falcon,2016
JCSat 17,Japan,Commercial,GEO,136.0,,,,,,2020-02-18,15.0,USA,Ariane 5,0.0,Commercial,Ariane,2020
JCSat18/Kacific 1,Japan/Singapore,Commercial,GEO,150.0,,,,,,2019-12-17,15.0,USA,Falcon 9,0.0,Commercial,Falcon,2019
JCSat 2A,Japan,Commercial,GEO,154.0,,,,,,2002-03-29,11.0,USA,Ariane 44L,0.0,Commercial,Ariane,2002
JCSat 4A,Japan,Commercial,GEO,123.85,,,,,,1999-02-15,14.5,USA,Atlas 2AS,0.0,Commercial,Atlas,1999
JCSat 9,Japan,Commercial,GEO,132.04,,,,,,2006-04-12,12.0,USA,Zenit 3SL,0.0,Commercial,Zenit,2006
JCSat RA,Japan,Commercial,GEO,142.49,,,,,,2009-08-21,15.0,USA,Ariane 5,0.0,Commercial,Ariane,2009
Jiading-1,China,Commercial,LEO,0.0,489.0,504.0,45.0,,,2018-11-19,,China,Long March 2D,0.0,Commercial,Long March,2018
Jilin-1,China,Commercial,LEO,0.0,555.0,575.0,42.0,,,2019-06-05,,China,Long March 11,0.0,Commercial,Long March,2019
Jilin-1,China,Commercial,LEO,0.0,639.0,664.0,95.0,,,2015-10-07,,China,Long March 2D,0.0,Commercial,Long March,2015
Jilin-1,China,Commercial,LEO,0.0,639.0,663.0,95.0,,,2015-10-07,,China,Long March 2D,0.0,Commercial,Long March,2015
Jilin-1 Gaofen 02A,China,Commercial,LEO,0.0,537.0,554.0,95.0,,,2019-11-13,,China,Kuaizhou 1A,0.0,Commercial,Kuaizhou,2019
Jilin-1 Gaofen 02B,China,Commercial,LEO,0.0,537.0,553.0,95.0,,,2019-12-07,,China,Kuaizhou 1A,0.0,Commercial,Kuaizhou,2019
Jilin-1 Kuanfu-1,China,Commercial,LEO,0.0,477.0,492.0,95.0,,,2020-01-15,,China,Long March 2D,0.0,Commercial,Long March,2020
Jilin-1,China,Commercial,LEO,0.0,638.0,662.0,400.0,,,2015-10-07,,China,Long March 2D,0.0,Commercial,Long March,2015
Jilin-1-10,China,Commercial,LEO,0.0,521.0,538.0,95.0,,,2019-01-21,3.0,China,Long March 11,0.0,Commercial,Long March,2019
Jilin-1,China,Commercial,LEO,0.0,531.0,544.0,400.0,,,2017-01-09,,China,Kuaizhou,0.0,Commercial,Kuaizhou,2017
Jilin-1-4,China,Commercial,LEO,0.0,532.0,545.0,95.0,,,2017-11-21,3.0,China,Long March 6,0.0,Commercial,Long March,2017
Jilin-1-5,China,Commercial,LEO,0.0,531.0,544.0,95.0,,,2017-11-21,3.0,China,Long March 6,0.0,Commercial,Long March,2017
Jilin-1-6,China,Commercial,LEO,0.0,531.0,544.0,95.0,,,2017-11-21,3.0,China,Long March 6,0.0,Commercial,Long March,2017
Jilin-1-7,China,Commercial,LEO,0.0,523.0,546.0,95.0,,,2018-01-18,3.0,China,Long March 11,0.0,Commercial,Long March,2018
Jilin-1-8,China,Commercial,LEO,0.0,527.0,546.0,95.0,,,2018-01-18,3.0,China,Long March 11,0.0,Commercial,Long March,2018
Jilin-1-9,China,Commercial,LEO,0.0,521.0,538.0,95.0,,,2019-01-21,3.0,China,Long March 11,0.0,Commercial,Long March,2019
Jingshi-1,China,Civil,LEO,0.0,732.0,749.0,16.0,,,2019-09-12,,China,Long March 4B,0.0,Civil,Long March,2019
JYISat,Jordan,Civil,LEO,0.0,573.0,590.0,2.0,,,2018-12-03,,Jordan,Falcon 9,0.0,Civil,Falcon,2018
Kaituo-1A,China,Government,LEO,0.0,518.0,536.0,130.0,,,2015-09-19,,China,Long March 6,0.0,Government,Long March,2015
Canopus-B,Russia,Government,LEO,0.0,501.0,505.0,400.0,110.0,300.0,2012-07-22,5.0,Russia,Soyuz-Fregat,0.0,Government,Soyuz,2012
Kanopus-V-IK-2,Russia,Government,LEO,0.0,505.0,508.0,500.0,,,2017-07-14,,Russia,Soyuz 2.1a,0.0,Government,Soyuz,2017
Kanopus-V-IK-3,Russia,Government,LEO,0.0,505.0,509.0,500.0,,,2018-01-31,,Russia,Soyuz 2.1a,0.0,Government,Soyuz,2018
Kanopus-V-IK-4,Russia,Government,LEO,0.0,500.0,509.0,500.0,,,2018-01-31,,Russia,Soyuz 2.1a,0.0,Government,Soyuz,2018
Kanopus-V-IK-5,Russia,Government,LEO,0.0,503.0,511.0,500.0,,,2018-12-27,,Russia,Soyuz 2.1a,0.0,Government,Soyuz,2018
Kanopus-V-IK-6,Russia,Government,LEO,0.0,498.0,511.0,500.0,,,2018-12-27,,Russia,Soyuz 2.1a,0.0,Government,Soyuz,2018
KazEOSat-1,Kazakhstan,Government,LEO,0.0,751.0,754.0,830.0,,,2014-04-30,7.25,France,Vega,0.0,Government,Vega,2014
KazEOSat-2,Kazakhstan,Government,LEO,0.0,612.0,636.0,185.0,,55.0,2014-06-19,7.0,UK,Dnepr,0.0,Government,Dnepr,2014
KazSat-2,Kazakhstan,Commercial,GEO,86.5,,,,,,2011-07-15,12.0,Russia,Proton M,0.0,Commercial,Proton,2011
KazSat-3,Kazakhstan,Commercial,GEO,58.5,,,,,,2014-04-28,15.0,Italy,Proton M,0.0,Commercial,Proton,2014
KazSciSat-1,Kazakhstan,Commercial,LEO,0.0,572.0,588.0,4.0,,,2018-12-03,,Kazakhstan,Falcon 9,0.0,Commercial,Falcon,2018
KazSTSAT,Kazakhstan,Commercial,LEO,0.0,573.0,589.0,100.0,,,2018-12-03,5.0,UK,Falcon 9,0.0,Commercial,Falcon,2018
Kent Ridge 1,Singapore,Civil,LEO,0.0,534.0,551.0,78.0,,,2015-12-16,,Singapore,PSLV-C29,0.0,Civil,PSLV,2015
Kepler-2 CASE,Canada,Commercial,LEO,0.0,476.0,500.0,4.0,,,2018-11-29,,Canada,PSLV,0.0,Commercial,PSLV,2018
KestrelEye IIM,USA,Military,LEO,0.0,400.0,407.0,50.0,,,2017-10-24,,USA,Nanorack Deployer,0.0,Military,In-Space deployer,2017
USA 186,USA,Military,LEO,0.0,264.0,,,,,2005-10-19,5.0,USA,Titan IV,0.0,Military,Titan,2005
USA 224,USA,Military,LEO,0.0,200.0,,,,,2011-01-20,5.0,USA,Delta 4 Heavy,0.0,Military,Delta,2011
USA 245,USA,Military,LEO,0.0,257.0,997.0,,,,2013-08-28,5.0,USA,Delta 4 Heavy,0.0,Military,Delta,2013
USA 290,USA,Military,LEO,0.0,395.0,419.0,,,,2019-01-19,5.0,USA,Delta 4 Heavy,0.0,Military,Delta,2019
KhalifaSat,United Arab Emirates,Government,LEO,0.0,597.0,616.0,330.0,,,2018-10-29,,United Arab Emirates,H2A,0.0,Government,H2A,2018
KIPP-1,United Kingdom,Commercial,LEO,0.0,528.0,547.0,10.0,,,2018-01-18,,UK,Long March 11,0.0,Commercial,Long March,2018
Kirameki-2,Japan,Military,GEO,93.12,,,,,,2017-01-24,15.0,Japan,H2A,0.0,Military,H2A,2017
KJSY-1,China,Civil,LEO,0.0,520.0,540.0,1.0,,,2015-09-19,,China,Long March 6,0.0,Civil,Long March,2015
KKS-1,Japan,Civil,LEO,0.0,651.0,667.0,3.0,,,2009-01-23,1.0,Japan,H2A,0.0,Civil,H2A,2009
KL-Alpha-A ,China/Germany,Commercial,LEO,0.0,,,,,,2019-11-17,,Unknown,Kuaizhou 1A,0.0,Commercial,Kuaizhou,2019
KL-Alpha-B,China/Germany,Commercial,LEO,0.0,,,,,,2019-11-17,,Unknown,Kuaizhou 1A,0.0,Commercial,Kuaizhou,2019
Kompsat-2,South Korea,Government/Commercial,LEO,0.0,676.0,698.0,800.0,,955.0,2006-07-28,3.0,South Korea/France/UK/Germany,Rokot,0.0,Dual,Rokot,2006
Kompsat-3,South Korea,Government/Commercial,LEO,0.0,679.0,696.0,980.0,,,2012-05-17,4.0,South Korea/France/UK/Germany,H2A,0.0,Dual,H2A,2012
Kompsat-3A,South Korea,Government/Commercial,LEO,0.0,522.0,540.0,980.0,,,2015-03-25,4.0,South Korea,Dnepr,0.0,Dual,Dnepr,2015
Kompsat-5,South Korea,Government/Commercial,LEO,0.0,535.0,552.0,,,,2013-08-22,5.0,South Korea,Dnepr,0.0,Dual,Dnepr,2013
Cosmos 2487,Russia,Military,LEO,0.0,497.0,501.0,,,,2013-06-27,,Russia,Strela,0.0,Military,Strela,2013
Koreasat 5,South Korea,Military/Commercial,GEO,113.08,,,,,,2006-08-22,,France/Italy,Zenit 3SL,0.0,Dual,Zenit,2006
Koreasat 5A,South Korea,Commercial,GEO,113.0,,,,,,2017-10-30,15.0,France/Italy,Falcon 9,0.0,Commercial,Falcon,2017
Koreasat 6,South Korea,Commercial,GEO,116.0,,,,,,2010-12-29,15.0,USA,Ariane 5,0.0,Commercial,Ariane,2010
Koreasat 7,South Korea,Commercial,GEO,116.0,,,,,,2017-05-04,15.0,France/Italy,Ariane 5,0.0,Commercial,Ariane,2017
KX-09,China,Government,LEO,0.0,592.0,609.0,,,,2019-08-30,,China,Kuaizhou 1A,0.0,Government,Kuaizhou,2019
USA 133,USA,Military,LEO,0.0,671.0,675.0,,,,1997-10-24,5.0,USA,Titan IV,0.0,Military,Titan,1997
USA 152,USA,Military,LEO,0.0,574.0,676.0,,,,2000-08-17,9.0,USA,Titan IV,0.0,Military,Titan,2000
USA 182,USA,Military,LEO,0.0,713.0,716.0,,,,2005-04-30,9.0,USA,Titan 4B,0.0,Military,Titan,2005
Ladybird 1,China,Commercial,LEO,0.0,531.0,549.0,100.0,,,2018-12-07,,China,Long March 2D,0.0,Commercial,Long March,2018
Ladybird 2,China,Commercial,LEO,0.0,530.0,549.0,8.0,,,2018-12-07,,China,Long March 2D,0.0,Commercial,Long March,2018
Ladybird 3,China,Commercial,LEO,0.0,529.0,550.0,8.0,,,2018-12-07,,China,Long March 2D,0.0,Commercial,Long March,2018
Ladybird 4,China,Commercial,LEO,0.0,529.0,549.0,8.0,,,2018-12-07,,China,Long March 2D,0.0,Commercial,Long March,2018
Ladybird 5,China,Commercial,LEO,0.0,528.0,549.0,4.0,,,2018-12-07,,China,Long March 2D,0.0,Commercial,Long March,2018
Ladybird 6,China,Commercial,LEO,0.0,528.0,549.0,4.0,,,2018-12-07,,China,Long March 2D,0.0,Commercial,Long March,2018
Ladybird 7,China,Commercial,LEO,0.0,529.0,549.0,4.0,,,2018-12-07,,China,Long March 2D,0.0,Commercial,Long March,2018
Landmapper BC3.v2,USA,Commercial,LEO,0.0,496.0,502.0,11.0,,,2018-01-11,5.0,USA,PSLV,0.0,Commercial,PSLV,2018
Landmapper BC4,USA,Commercial,LEO,0.0,575.0,590.0,11.0,,,2018-12-03,5.0,USA,Falcon 9,0.0,Commercial,Falcon,2018
Landsat 7,USA,Government,LEO,0.0,702.0,703.0,,,,1999-04-15,15.0,USA,Delta 2,0.0,Government,Delta,1999
Landsat 8,USA,Government,LEO,0.0,700.0,705.0,,,,2013-02-11,5.0,USA,Atlas 5,0.0,Government,Atlas,2013
LaoSat-1,Laos,Government,GEO,128.5,,,,,,2015-11-20,15.0,China,Long March 3B,0.0,Government,Long March,2015
LAPAN A2,Indonesia,Government,LEO,0.0,631.0,650.0,68.0,,32.0,2015-09-24,,Indonesia,PSLV C-30,0.0,Government,PSLV,2015
LAPAN A3,Indonesia,Government,LEO,0.0,501.0,517.0,115.0,,37.0,2016-06-22,,Indonesia,PSLV XL,0.0,Government,PSLV,2016
LAPAN-Tubsat,Indonesia,Government,LEO,0.0,617.0,637.0,60.0,,14.0,2007-01-10,,Germany,PSLV C7,0.0,Government,PSLV,2007
LatinSat A,Argentina,Commercial,LEO,0.0,610.0,668.0,,12.0,,2002-12-20,,USA,Dnepr,0.0,Commercial,Dnepr,2002
LatinSat B,Argentina,Commercial,LEO,0.0,603.0,717.0,,12.0,,2002-12-20,,USA,Dnepr,0.0,Commercial,Dnepr,2002
Lemur-1,USA,Commercial,LEO,0.0,612.0,697.0,4.0,,,2014-06-19,,USA,Dnepr,0.0,Commercial,Dnepr,2014
Lemur 2F80,USA,Commercial,LEO,0.0,480.0,486.0,4.0,,,2018-07-16,,USA,Nanorack Deployer,0.0,Commercial,In-Space deployer,2018
Lemur 2F4,USA,Commercial,LEO,0.0,635.0,649.0,4.0,,,2015-09-28,,USA,PSLV C-30,0.0,Commercial,PSLV,2015
